4,4,0.13,-9.86988e-18
4,4,0.13,-1.25706e-17
4,4,0.13,-1.47656e-17
4,4,0.13,-1.74982e-17
4,4,0.13,-1.96576e-17
4,4,0.13,-2.23282e-17
4,4,0.13,-2.45301e-17
4,4,0.13,-2.7215e-17
4,4,0.13,-2.93825e-17
4,4,0.13,-3.20552e-17
4,4,0.13,-3.42392e-17
4,4,0.13,-3.69275e-17
4,4,0.13,-3.91391e-17
4,4,0.13,-4.182e-17
4,4,0.13,-4.39924e-17
4,4,0.13,-4.6675e-17
4,4,0.13,-4.88992e-17
4.00362,4,0.178123,-2.14673e-07
4.0349,4.00002,0.309556,2.26086e-06
4.08016,4.00009,0.458198,7.75205e-06
4.11126,4.00022,0.589896,6.99355e-06
4.12385,4.00005,0.691807,-0.011413
4.12546,3.99755,0.760404,-0.0419136
4.1233,3.99301,0.800647,-0.0817264
4.12152,3.98767,0.820176,-0.124045
4.12151,3.98195,0.828011,-0.175508
4.12273,3.97346,0.828087,-0.241175
4.12329,3.96345,0.824246,-0.310732
4.1227,3.95436,0.819108,-0.377456
4.12141,3.94661,0.81571,-0.448081
4.11892,3.93725,0.812761,-0.52819
4.11447,3.92726,0.810225,-0.608413
4.10887,3.91876,0.808164,-0.682793
4.10315,3.91185,0.808121,-0.758667
4.09622,3.9038,0.808044,-0.842174
4.08773,3.8957,0.807648,-0.924452
4.07902,3.88934,0.807012,-0.999926
4.07095,3.88445,0.807885,-1.0771
4.0615,3.87882,0.808217,-1.16114
4.05076,3.87373,0.807967,-1.24339
4.0405,3.87038,0.80733,-1.31848
4.03142,3.86826,0.808084,-1.39426
4.02088,3.86587,0.80837,-1.47719
4.00919,3.86433,0.808072,-1.55864
3.99842,3.86428,0.807398,-1.63318
3.98912,3.86505,0.808124,-1.70857
3.97836,3.86603,0.808393,-1.79127
3.96678,3.86816,0.808086,-1.87258
3.95653,3.87143,0.807406,-1.94705
3.94794,3.87502,0.808129,-2.02243
3.93803,3.87926,0.808397,-2.10514
3.92767,3.88487,0.808089,-2.18648
3.91894,3.89114,0.807408,-2.26098
3.91188,3.89721,0.808131,-2.3364
3.90376,3.90431,0.808398,-2.41915
3.89564,3.91284,0.808089,-2.50052
3.88928,3.92151,0.807409,-2.57505
3.88443,3.92946,0.808131,-2.65049
3.8789,3.93872,0.808398,-2.73326
3.87399,3.94892,0.80811,-2.81149
3.87054,3.95918,0.807441,-2.88638
3.86036,3.95588,0.812174,-2.96462
3.77871,3.87328,0.809605,-3.01561
3.63558,3.74461,0.798245,-3.0523
3.50822,3.62968,0.793956,-3.08446
3.42815,3.55358,0.795299,-3.10651
3.38847,3.51415,0.798169,-3.12173
3.3727,3.49901,0.80082,-3.13257
3.36793,3.49605,0.802713,-3.13997
3.36706,3.49737,0.803777,3.13856
3.36713,3.49917,0.804184,3.13599
3.36723,3.50028,0.804177,3.13488
3.36721,3.50069,0.803968,3.13475
3.36712,3.50072,0.803699,3.13521
3.36703,3.50062,0.803445,3.136
3.36696,3.50051,0.803239,3.13692
3.36691,3.50043,0.80309,3.13785
3.36689,3.50037,0.802989,3.13871
3.36688,3.50031,0.802927,3.13945
3.36687,3.50026,0.802893,3.14007
3.36687,3.50021,0.802876,3.14057
3.36688,3.50016,0.802872,3.14095
3.36688,3.50012,0.802874,3.14122
3.36688,3.50008,0.802878,3.14142
3.36688,3.50006,0.802883,3.14155
3.36689,3.50003,0.802888,-3.14155
3.36689,3.50002,0.802891,-3.1415
3.36689,3.50001,0.802892,-3.14148
3.36689,3.5,0.802893,-3.14148
3.36689,3.5,0.802893,-3.14148
3.36689,3.49999,0.802893,-3.1415
3.36689,3.49999,0.802892,-3.14151
3.36689,3.49999,0.802891,-3.14153
3.36689,3.49999,0.802891,-3.14154
3.36689,3.49999,0.80289,-3.14156
3.36689,3.5,0.80289,-3.14157
3.36689,3.5,0.802889,-3.14157
3.36689,3.5,0.802889,-3.14158
3.36689,3.5,0.802889,-3.14159
3.36689,3.5,0.802889,-3.14159
3.36689,3.5,0.802889,-3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,-3.14159
3.36689,3.5,0.802889,-3.14159
3.36689,3.5,0.802889,-3.14159
3.36689,3.5,0.802889,-3.14159
3.36689,3.5,0.802889,-3.14159
3.36689,3.5,0.802889,-3.14159
3.36689,3.5,0.802889,-3.14159
3.36689,3.5,0.802889,-3.14159
3.36689,3.5,0.802889,-3.14159
3.36689,3.5,0.802889,-3.14159
3.36689,3.5,0.802889,-3.14159
3.36689,3.5,0.802889,-3.14159
3.36689,3.5,0.802889,-3.14159
3.36689,3.5,0.802889,-3.14159
3.36689,3.5,0.802889,-3.14159
3.36689,3.5,0.802889,-3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,-3.14159
3.36689,3.5,0.802889,-3.14159
3.36689,3.5,0.802889,-3.14159
3.36689,3.5,0.802889,-3.14159
3.36689,3.5,0.802889,-3.14159
3.36689,3.5,0.802889,-3.14159
3.36689,3.5,0.802889,-3.14159
3.36689,3.5,0.802889,-3.14159
3.36689,3.5,0.802889,-3.14159
3.36689,3.5,0.802889,-3.14159
3.36689,3.5,0.802889,-3.14159
3.36689,3.5,0.802889,-3.14159
3.36689,3.5,0.802889,-3.14159
3.36689,3.5,0.802889,-3.14159
3.36689,3.5,0.802889,-3.14159
3.36689,3.5,0.802889,-3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
3.36689,3.5,0.802889,3.14159
