4.35836,3.7807,2.43404,-0.428993,2.82133,3.42684,3.43377,2.32498,3.01882,0
5.28386,3.66479,2.07345,-1.11862,3.78912,4.35836,3.7807,2.43404,-0.428993,2.82133
6.07696,4.25351,1.91721,-1.6844,4.15927,5.28386,3.66479,2.07345,-1.11862,3.78912
6.49859,4.78493,1.18249,1.6183,4.21571,6.07696,4.25351,1.91721,-1.6844,4.15927
3.01332,2.5949,1.971,3.03621,0.0208872,3.42684,3.43377,2.32498,3.01882,0
2.64117,1.7206,2.28263,-2.874,0.0524588,3.01332,2.5949,1.971,3.03621,0.0208872
2.58209,3.94169,2.15639,0.476154,1.22016,3.42684,3.43377,2.32498,3.01882,0
1.87728,4.02423,1.45181,0.551052,1.39575,2.58209,3.94169,2.15639,0.476154,1.22016
1.05233,4.15248,0.901348,2.2115,1.39575,1.87728,4.02423,1.45181,0.551052,1.39575
6.50283,5.77833,1.06782,-1.65408,4.23511,6.49859,4.78493,1.18249,1.6183,4.21571
0.0571703,4.24241,0.940942,-2.64423,1.39575,1.05233,4.15248,0.901348,2.2115,1.39575
-0.918795,4.05398,0.831478,-2.72536,1.39575,0.0571703,4.24241,0.940942,-2.64423,1.39575
-1.29472,3.35777,1.44302,0.170727,1.39799,-0.918795,4.05398,0.831478,-2.72536,1.39575
-2.116,2.91812,1.80662,-0.101453,1.39833,-1.29472,3.35777,1.44302,0.170727,1.39799
-3.0465,2.60932,1.60965,2.80121,1.39839,-2.116,2.91812,1.80662,-0.101453,1.39833
