-2.49672,3.87671,0.8736,-2.23078,0.417072,-2.12508,2.97791,1.10608,1.93774,0
-2.30981,4.85245,0.98762,3.05724,2.10032,-2.49672,3.87671,0.8736,-2.23078,0.417072
-1.2089,2.62271,0.920522,2.61495,0.398997,-2.12508,2.97791,1.10608,1.93774,0
-1.56561,1.68982,0.970224,-1.23061,0.398997,-1.2089,2.62271,0.920522,2.61495,0.398997
-1.53069,1.13874,1.80394,0.987098,0.43123,-1.56561,1.68982,0.970224,-1.23061,0.398997
-3.07559,5.47411,1.15227,-0.815405,2.10032,-2.30981,4.85245,0.98762,3.05724,2.10032
-3.62647,6.30465,1.0701,1.66462,2.1045,-3.07559,5.47411,1.15227,-0.815405,2.10032
-1.783,5.34427,1.68086,1.35572,2.14961,-2.30981,4.85245,0.98762,3.05724,2.10032
-4.54408,6.01277,1.33993,-1.60059,2.12645,-3.62647,6.30465,1.0701,1.66462,2.1045
-0.305841,2.78891,1.31659,-1.37411,0.572558,-1.2089,2.62271,0.920522,2.61495,0.398997
-5.52754,5.83409,1.36938,-1.93973,2.14281,-4.54408,6.01277,1.33993,-1.60059,2.12645
-2.24535,0.649317,2.30367,-2.96997,0.434736,-1.53069,1.13874,1.80394,0.987098,0.43123
0.678848,2.72502,1.47878,0.00640415,1.35202,-0.305841,2.78891,1.31659,-1.37411,0.572558
-1.05946,6.01511,1.84352,1.21553,2.18075,-1.783,5.34427,1.68086,1.35572,2.14961
1.43512,2.56939,2.11426,0.297128,1.72445,0.678848,2.72502,1.47878,0.00640415,1.35202
