-6.58877,-1.24167,1.77692,1.65679,1.46116,-6.1498,-2.08469,2.08774,-0.554287,0
-6.62782,-0.627168,0.988969,-1.78914,1.51712,-6.58877,-1.24167,1.77692,1.65679,1.46116
-6.49199,-2.92745,1.67221,-1.25662,2.198,-6.1498,-2.08469,2.08774,-0.554287,0
-5.26937,-1.67654,2.32911,-2.41068,0.12643,-6.1498,-2.08469,2.08774,-0.554287,0
-6.41622,-3.7233,1.07148,-1.19251,2.67011,-6.49199,-2.92745,1.67221,-1.25662,2.198
-5.77919,-4.42603,1.38827,2.06358,2.67011,-6.41622,-3.7233,1.07148,-1.19251,2.67011
-6.30412,-5.27612,1.34586,0.396705,2.7074,-5.77919,-4.42603,1.38827,2.06358,2.67011
-6.06259,0.19774,0.995311,-1.8835,1.52102,-6.62782,-0.627168,0.988969,-1.78914,1.51712
-5.54076,-5.9063,1.20385,-0.65505,2.74803,-6.30412,-5.27612,1.34586,0.396705,2.7074
-5.50209,0.932613,1.37715,1.38383,1.66173,-6.06259,0.19774,0.995311,-1.8835,1.52102
-4.61557,-5.98073,1.57599,-0.874148,2.76334,-5.54076,-5.9063,1.20385,-0.65505,2.74803
-3.88255,-5.53491,2.08971,-3.07373,2.76543,-4.61557,-5.98073,1.57599,-0.874148,2.76334
-5.74896,1.64421,2.03494,-0.343942,1.74008,-5.50209,0.932613,1.37715,1.38383,1.66173
-3.14103,-6.14972,1.82111,-2.74031,2.76675,-3.88255,-5.53491,2.08971,-3.07373,2.76543
-4.89196,2.15921,2.05282,1.75792,1.79403,-5.74896,1.64421,2.03494,-0.343942,1.74008
