-0.755349,-4.23513,2.34896,-2.79912,0.28614,-1.15224,-3.31741,2.33288,1.10039,0
-0.786442,-5.16497,1.9823,-2.70895,0.443306,-0.755349,-4.23513,2.34896,-2.79912,0.28614
-2.13207,-3.39303,2.14792,-0.791765,0,-1.15224,-3.31741,2.33288,1.10039,0
-0.905513,-6.12359,1.72371,2.67906,0.45067,-0.786442,-5.16497,1.9823,-2.70895,0.443306
-0.137993,-6.09715,1.08323,-1.27493,0.45067,-0.905513,-6.12359,1.72371,2.67906,0.45067
-3.06713,-3.74745,2.14181,-3.05297,0.0395984,-2.13207,-3.39303,2.14792,-0.791765,0
-3.60225,-2.90877,2.04052,2.64395,0.0395984,-3.06713,-3.74745,2.14181,-3.05297,0.0395984
-3.72512,-4.37521,1.7259,-0.174554,0.0450533,-3.06713,-3.74745,2.14181,-3.05297,0.0395984
-4.55028,-2.59059,2.03768,-0.44938,0.0525222,-3.60225,-2.90877,2.04052,2.64395,0.0395984
-0.637772,-2.83178,1.62614,-1.22182,0,-1.15224,-3.31741,2.33288,1.10039,0
-5.52259,-2.62103,2.26935,1.10143,0.0827208,-4.55028,-2.59059,2.03768,-0.44938,0.0525222
0.817563,-6.39172,1.0715,-1.62233,0.45067,-0.137993,-6.09715,1.08323,-1.27493,0.45067
1.44171,-6.33093,1.85044,-1.58945,0.45067,0.817563,-6.39172,1.0715,-1.62233,0.45067
-0.461069,-1.90197,1.30331,0.567626,0,-0.637772,-2.83178,1.62614,-1.22182,0
-6.05039,-2.49357,1.4296,1.74602,0.0846185,-5.52259,-2.62103,2.26935,1.10143,0.0827208
