-5.13345,-3.77096,2.33071,0.639715,2.40095,-5.08137,-4.76801,2.38702,2.36555,0
-5.42684,-2.82733,2.17748,2.33945,2.41649,-5.13345,-3.77096,2.33071,0.639715,2.40095
-5.17176,-2.04991,1.60254,-0.98387,2.52907,-5.42684,-2.82733,2.17748,2.33945,2.41649
-5.08057,-1.09057,1.33541,1.82786,2.57271,-5.17176,-2.04991,1.60254,-0.98387,2.52907
-5.29038,-0.123338,1.47836,0.801351,2.59231,-5.08057,-1.09057,1.33541,1.82786,2.57271
-6.28024,-0.10352,1.33777,1.37719,2.60571,-5.29038,-0.123338,1.47836,0.801351,2.59231
-6.15443,0.704107,0.761652,1.89688,2.61163,-6.28024,-0.10352,1.33777,1.37719,2.60571
-4.16433,-0.87116,1.00019,-1.51705,2.57627,-5.08057,-1.09057,1.33541,1.82786,2.57271
-3.20125,-1.14012,1.01152,-0.107171,2.58024,-4.16433,-0.87116,1.00019,-1.51705,2.57627
-5.243,-5.36797,1.60349,2.78963,0,-5.08137,-4.76801,2.38702,2.36555,0
-4.55823,-6.09588,1.63849,2.19171,0.0106028,-5.243,-5.36797,1.60349,2.78963,0
-5.97864,-6.00838,1.38278,2.0597,0,-5.243,-5.36797,1.60349,2.78963,0
-2.57897,-0.530176,1.50217,2.98644,2.58024,-3.20125,-1.14012,1.01152,-0.107171,2.58024
-2.31454,-0.6,2.46404,-0.781412,2.58296,-2.57897,-0.530176,1.50217,2.98644,2.58024
-6.59094,0.063226,2.27354,0.780364,2.61447,-6.28024,-0.10352,1.33777,1.37719,2.60571
