-4.97955,-6.42309,1.50075,-1.98501,0,-5.82209,-6.44575,0.962599,-2.45014,0
-4.05978,-6.03229,1.53666,-2.62364,0.0576656,-4.97955,-6.42309,1.50075,-1.98501,0
-3.15691,-6.07042,1.96489,1.01801,0.060393,-4.05978,-6.03229,1.53666,-2.62364,0.0576656
-2.42307,-6.2374,1.30641,1.30392,0.060393,-3.15691,-6.07042,1.96489,1.01801,0.060393
-1.91458,-5.43269,1.61281,-2.7427,0.0619083,-2.42307,-6.2374,1.30641,1.30392,0.060393
-1.10276,-5.74804,2.10425,2.44543,0.0624657,-1.91458,-5.43269,1.61281,-2.7427,0.0619083
-1.75849,-4.44719,1.54619,-1.18192,0.0619083,-1.91458,-5.43269,1.61281,-2.7427,0.0619083
-2.01635,-3.51917,1.27734,2.28137,0.0619083,-1.75849,-4.44719,1.54619,-1.18192,0.0619083
-2.19584,-2.82538,1.97479,-2.23361,0.061973,-2.01635,-3.51917,1.27734,2.28137,0.0619083
-2.98287,-2.25078,1.75024,0.357801,0.061973,-2.19584,-2.82538,1.97479,-2.23361,0.061973
-3.74562,-1.85226,2.25953,0.993172,0.061973,-2.98287,-2.25078,1.75024,0.357801,0.061973
-4.21698,-0.981679,2.40062,-2.92477,0.061973,-3.74562,-1.85226,2.25953,0.993172,0.061973
-4.49071,-0.296218,1.72593,-2.9967,0.061973,-4.21698,-0.981679,2.40062,-2.92477,0.061973
-0.219452,-6.18333,1.93023,-3.03396,0.0624657,-1.10276,-5.74804,2.10425,2.44543,0.0624657
-4.64891,0.0807389,0.813305,-0.593797,0.061973,-4.49071,-0.296218,1.72593,-2.9967,0.061973
