-0.633113,-0.500001,0.802889,-3.14159
-0.646213,-0.485814,0.808099,-3.0971
-0.659312,-0.471628,0.813309,-3.05261
-0.672412,-0.457441,0.818518,-3.00812
-0.685512,-0.443255,0.823728,-2.96363
-0.698611,-0.429068,0.828938,-2.91914
-0.711711,-0.414881,0.834148,-2.87465
-0.72481,-0.400695,0.839358,-2.83015
-0.73791,-0.386508,0.844567,-2.78566
-0.75101,-0.372322,0.849777,-2.74117
-0.764109,-0.358135,0.854987,-2.69668
-0.777209,-0.343949,0.860197,-2.65219
-0.790308,-0.329762,0.865406,-2.6077
-0.803408,-0.315575,0.870616,-2.56321
-0.816507,-0.301389,0.875826,-2.51872
-0.829607,-0.287202,0.881036,-2.47423
-0.842707,-0.273016,0.886246,-2.42974
-0.855806,-0.258829,0.891455,-2.38524
-0.868906,-0.244643,0.896665,-2.34075
-0.882005,-0.230456,0.901875,-2.29626
-0.895105,-0.216269,0.907085,-2.25177
-0.908205,-0.202083,0.912295,-2.20728
-0.921304,-0.187896,0.917504,-2.16279
-0.934404,-0.17371,0.922714,-2.1183
-0.947503,-0.159523,0.927924,-2.07381
-0.960603,-0.145337,0.933134,-2.02932
-0.973703,-0.13115,0.938344,-1.98482
-0.986802,-0.116963,0.943553,-1.94033
-0.999902,-0.102777,0.948763,-1.89584
-1.013,-0.0885903,0.953973,-1.85135
-1.0261,-0.0744037,0.959183,-1.80686
-1.0392,-0.0602171,0.964393,-1.76237
-1.0523,-0.0460306,0.969602,-1.71788
-1.0654,-0.031844,0.974812,-1.67339
-1.0785,-0.0176574,0.980022,-1.6289
-1.0916,-0.00347084,0.985232,-1.58441
-1.1047,0.0107157,0.990441,-1.53991
-1.1178,0.0249023,0.995651,-1.49542
-1.1309,0.0390889,1.00086,-1.45093
-1.144,0.0532755,1.00607,-1.40644
-1.1571,0.067462,1.01128,-1.36195
-1.1702,0.0816486,1.01649,-1.31746
-1.1833,0.0958352,1.0217,-1.27297
-1.1964,0.110022,1.02691,-1.22848
-1.2095,0.124208,1.03212,-1.18399
-1.22259,0.138395,1.03733,-1.13949
-1.23569,0.152581,1.04254,-1.095
-1.24879,0.166768,1.04775,-1.05051
-1.26189,0.180955,1.05296,-1.00602
-1.27499,0.195141,1.05817,-0.96153
-1.28809,0.209328,1.06338,-0.917039
-1.3043,0.216899,1.07232,-0.923291
-1.32051,0.224471,1.08127,-0.929544
-1.33671,0.232043,1.09021,-0.935796
